,برچسب فولدر,words,Finglish,phonetic,phonetic-separated
1385,1386,می ورزد,mi varzad,mi varzad,m-i_v-a-r-z-a-d
1386,1387,می ورزیم,mi varzim,mi varzim,m-i_v-a-r-z-i-m
1387,1388,می ورزند,mi varzand,mi varzand,m-i_v-a-r-z-a-n-d
1388,1389,بورزم,bevarzam,bevarzam,b-e-v-a-r-z-a-m
1389,1390,بورز,bevarzam,bevarz,b-e-v-a-r-z
1390,1391,بورزد,bevarzand,bevarzad,b-e-v-a-r-z-a-d
1391,1392,بورزیم,bevarzim,bevarzim,b-e-v-a-r-z-i-m
1392,1393,بورزید,bevarzid,bevarzid,b-e-v-a-r-z-i-d
1393,1394,بورزند,bevarzand,bevarzand,b-e-v-a-r-z-a-n-d
1394,1395,شنیدم,shenidam,ʃenidam,ʃ-e-n-i-d-a-m
1395,1396,شنیدی,shenidi,ʃenidi,ʃ-e-n-i-d-i
1396,1397,شنید,shenid,ʃenid,ʃ-e-n-i-d
1397,1398,شنیدیم,shinidim,ʃenidim,ʃ-e-n-i-d-i-m
1398,1399,شنیدید,shenidid,ʃenidid,ʃ-e-n-i-d-i-d
1399,1400,شنیدند,shenidand,ʃenidand,ʃ-e-n-i-d-a-n-d
1400,1401,می شنیدم,mi shendiam,mi ʃenidam,m-i_ʃ-e-n-i-d-a-m
1401,1402,می شنیدی,mi shenid,mi ʃenidi,m-i_ʃ-e-n-i-d-i
1402,1403,می شنید,mi shenid,mi ʃenid,m-i_ʃ-e-n-i-d
1403,1404,می شنیدیم,mi shenidim,mi ʃenidim,m-i_ʃ-e-n-i-d-i-m
1404,1405,می شنیدید,mi shenidid,mi ʃenidid,m-i_ʃ-e-n-i-d-i-d
1405,1406,می شنیدند,mi shenidand,mi ʃenidand,m-i_ʃ-e-n-i-d-a-n-d
1406,1407,شنیده ام,shenide am,ʃenideː am,ʃ-e-n-i-d-eː_a-m
1407,1408,شنیده ای,shenide i,ʃenideː iː,ʃ-e-n-i-d-eː_iː
1408,1409,شنیده,shenide,ʃenideː,ʃ-e-n-i-d-eː
1409,1410,شنیده ایم,shenide im,ʃenideː iːm,ʃ-e-n-i-d-eː_iː-m
1410,1411,شنیده اید,shenide id,ʃenideː iːd,ʃ-e-n-i-d-eː_iː-d
1411,1412,شنیده اند,shenide and,ʃenideː and,ʃ-e-n-i-d-eː_a-n-d
1412,1413,می شنوم,mi shenavam,mi ʃenavam,m-i_ʃ-e-n-a-v-a-m
1413,1414,می شنوی,mi shenavi,mi ʃenavi,m-i_ʃ-e-n-a-v-i
1414,1415,می شنود,mi shenavad,mi ʃonuːd,m-i_ʃ-o-n-uː-d
1415,1416,می شنویم,mi shenavim,mi ʃenavim,m-i_ʃ-e-n-a-v-i-m
1416,1417,می شنوید,mi shenavid,mi ʃenavid,m-i_ʃ-e-n-a-v-i-d
1417,1418,می شنوند,mi shenavand,mi ʃenavand,m-i_ʃ-e-n-a-v-a-n-d
1418,1419,بشنوم,beshenavam,beʃenavam,b-e-ʃ-e-n-a-v-a-m
1419,1420,بشنوی,beshenavi,beʃenavi,b-e-ʃ-e-n-a-v-i
1420,1421,بشنود,beshenavad,beʃenavad,b-e-ʃ-e-n-a-v-a-d
1421,1422,بشنویم,beshenavim,beʃenavim,b-e-ʃ-e-n-a-v-i-m
1422,1423,بشنوید,beshenavid,beʃenavid,b-e-ʃ-e-n-a-v-i-d
1423,1424,بشنوند,beshenavand,beʃenavand,b-e-ʃ-e-n-a-v-a-n-d
1424,1425,فهمیدم,fahmidam,fahmidam,f-a-h-m-i-d-a-m
1425,1426,فهمیدی,fahmidi,fahmidi,f-a-h-m-i-d-i
1426,1427,فهمید,fahmid,fahmid,f-a-h-m-i-d
1427,1428,فهمیدیم,fahmidim,fahmidim,f-a-h-m-i-d-i-m
1428,1429,فهمیدید,fahmidid,fahmidid,f-a-h-m-i-d-i-d
1429,1430,فهمیدند,mi fahmand,fahmidand,f-a-h-m-i-d-a-n-d
1430,1431,می فهمیدم,mi fahmam,mi fahmidam,m-i_f-a-h-m-i-d-a-m
1431,1432,می فهمیدی,mi fahmidi,mi fahmidi,m-i_f-a-h-m-i-d-i
1432,1433,می فهمید,mi fahmidi,mi fahmid,m-i_f-a-h-m-i-d
1433,1434,می فهمیدیم,mi fahmidim,mi fahmidim,m-i_f-a-h-m-i-d-i-m
1434,1435,می فهمیدید,mi fahmidid,mi fahmidid,m-i_f-a-h-m-i-d-i-d
1435,1436,می فهمیدند,mi fahmidand,mi fahmidand,m-i_f-a-h-m-i-d-a-n-d
1436,1437,فهمیده ام,fahmide and,fahmideː am,f-a-h-m-i-d-eː_a-m
1437,1438,فهمیده ای,fahmide i,fahmideː iː,f-a-h-m-i-d-eː_iː
1438,1439,فهمیده,fahmide,fahmideː,f-a-h-m-i-d-eː
1439,1440,فهمیده ایم,fahmide im,fahmideː iːm,f-a-h-m-i-d-eː_iː-m
1440,1441,فهمیده اید,fahmide id,fahmideː iːd,f-a-h-m-i-d-eː_iː-d
1441,1442,فهمیده اند,fahmide and,fahmideː and,f-a-h-m-i-d-eː_a-n-d
1442,1443,می فهمم,mi fahmam,mi fahmam,m-i_f-a-h-m-a-m
1443,1444,می فهمی,mi fahmam,mi fahmi,m-i_f-a-h-m-i
1444,1445,می فهمد,mi fahmad,mi fahmad,m-i_f-a-h-m-a-d
1445,1446,می فهمیم,mi fahmim,mi fahmim,m-i_f-a-h-m-i-m
1446,1447,می فهمند,mi fahmand,mi fahmand,m-i_f-a-h-m-a-n-d
1447,1448,بفهمم,befahmam,befahmam,b-e-f-a-h-m-a-m
1448,1449,بفهمی,befahmi,befahmi,b-e-f-a-h-m-i
1449,1450,بفهمد,befahmad,befahmad,b-e-f-a-h-m-a-d
1450,1451,بفهمیم,befahmim,befahmim,b-e-f-a-h-m-i-m
1451,1452,بفهمید,befahmid,befahmid,b-e-f-a-h-m-i-d
1452,1453,بفهمند,befahmand,befahmand,b-e-f-a-h-m-a-n-d
1453,1454,کاشتم,kashtam,kɑʃtam,k-ɑ-ʃ-t-a-m
1454,1455,کاشتی,kashti,kɑʃti,k-ɑ-ʃ-t-i
1455,1456,کاشت,kasht,kɑʃt,k-ɑ-ʃ-t
1456,1457,کاشیتم,kashtim,kɑʃiːjatam,k-ɑ-ʃ-iː-j-a-t-a-m
1457,1458,کاشتید,kashtid,kɑʃtid,k-ɑ-ʃ-t-i-d
1458,1459,کاشتند,kashtand,kɑʃtand,k-ɑ-ʃ-t-a-n-d
1459,1460,می کاشتم,mi kashtam,mi kɑʃtam,m-i_k-ɑ-ʃ-t-a-m
1460,1461,می کاشتی,mi kashtam,mi kɑʃti,m-i_k-ɑ-ʃ-t-i
1461,1462,می کاشت,mi kashtam,mi kɑʃt,m-i_k-ɑ-ʃ-t
1462,1463,می کاشتیم,mi kashtim,mi kɑʃtim,m-i_k-ɑ-ʃ-t-i-m
1463,1464,می کاشیتد,mi kashtid,mi kɑʃitad,m-i_k-ɑ-ʃ-i-t-a-d
1464,1465,می کاشتند,mi kashtand,mi kɑʃtand,m-i_k-ɑ-ʃ-t-a-n-d
1465,1466,کاشته ام,kashte am,kɑʃteː am,k-ɑ-ʃ-t-eː_a-m
1466,1467,کاشته ای,kashte i,kɑʃteː iː,k-ɑ-ʃ-t-eː_iː
1467,1468,کاشته,kashte,kɑʃteː,k-ɑ-ʃ-t-eː
1468,1469,کاشته ایم,kashte i,kɑʃteː iːm,k-ɑ-ʃ-t-eː_iː-m
1469,1470,کاشته اید,kashte id,kɑʃteː iːd,k-ɑ-ʃ-t-eː_iː-d
1470,1471,کاشته اند,kashte and,kɑʃteː and,k-ɑ-ʃ-t-eː_a-n-d
1471,1472,می کارم,mi kaaram,mi kɑram,m-i_k-ɑ-r-a-m
1472,1473,می کاری,mi kaari,mi kɑri,m-i_k-ɑ-r-i
1473,1474,می کارد,mi kaarad,mi kɑrd,m-i_k-ɑ-r-d
1474,1475,می کاریم,mi kaaram,mi kɑrim,m-i_k-ɑ-r-i-m
1475,1476,می کارید,mi kaarid,mi kɑrid,m-i_k-ɑ-r-i-d
1476,1477,می کارند,mi kaarand,mi kɑrand,m-i_k-ɑ-r-a-n-d
1477,1478,بکارم,bekaaram,bekɑram,b-e-k-ɑ-r-a-m
1478,1479,بکاری,bekaari,bekɑri,b-e-k-ɑ-r-i
1479,1480,بکارد,bekaarad,bekɑrd,b-e-k-ɑ-r-d
1480,1481,بکاریم,bekaarim,bekɑrim,b-e-k-ɑ-r-i-m
1481,1482,بکارید,bekaarid,bekɑrid,b-e-k-ɑ-r-i-d
1482,1483,بکارند,bekaarand,bekɑrand,b-e-k-ɑ-r-a-n-d
1483,1484,کردم,kardam,kardam,k-a-r-d-a-m
1484,1485,کردی,kardi,kardi,k-a-r-d-i
1485,1486,کرد,kard,kard,k-a-r-d
1486,1487,کردیم,kardim,kardim,k-a-r-d-i-m
1487,1488,کردید,kardid,kardid,k-a-r-d-i-d
1488,1489,کردند,kardand,kardand,k-a-r-d-a-n-d
1489,1490,می کردم,mi kardam,mi kardam,m-i_k-a-r-d-a-m
1490,1491,می کردی,mi kardi,mi kardi,m-i_k-a-r-d-i
1491,1492,می کرد,mi kard,mi kard,m-i_k-a-r-d
1492,1493,می کردیم,mi kardim,mi kardim,m-i_k-a-r-d-i-m
1493,1494,می کردید,mi kardid,mi kardid,m-i_k-a-r-d-i-d
1494,1495,می کردند,mi kardand,mi kardand,m-i_k-a-r-d-a-n-d
1495,1496,کرده ام,karde am,kardeː am,k-a-r-d-eː_a-m
1496,1497,کرده ای,karde i,kardeː iː,k-a-r-d-eː_iː
1497,1498,کرده,karde ,kardeː,k-a-r-d-eː
1498,1499,کرده ایم,karde im,kardeː iːm,k-a-r-d-eː_iː-m
1499,1500,کرده اید,karde id ,kardeː iːd,k-a-r-d-eː_iː-d
1500,1501,کرده اند,karde and,kardeː and,k-a-r-d-eː_a-n-d
1501,1502,می کنم,mi konam,mi konam,m-i_k-o-n-a-m
1502,1503,می کنی,mi koni,mi koni,m-i_k-o-n-i
1503,1504,می کند,mi konad,mi konad,m-i_k-o-n-a-d
1504,1505,می کنیم,mi konim,mi konim,m-i_k-o-n-i-m
1505,1506,می کنید,mi konid,mi konid,m-i_k-o-n-i-d
1506,1507,می کنند,mi konand,mi konand,m-i_k-o-n-a-n-d
1507,1508,بکنم,bokonam,bokonam,b-o-k-o-n-a-m
1508,1509,بکنی,bokoni,bokoni,b-o-k-o-n-i
1509,1510,بکند,bokonad,bokonad,b-o-k-o-n-a-d
1510,1511,بکنیم,bokonim,bokonim,b-o-k-o-n-i-m
1511,1512,بکنید,bokonid,bokonid,b-o-k-o-n-i-d
1512,1513,بکنند,bokonand,bokonand,b-o-k-o-n-a-n-d
1513,1514,کشتم,koshtam,koʃtam,k-o-ʃ-t-a-m
1514,1515,کشتی,koshti,kaʃti,k-a-ʃ-t-i
1515,1516,کشت,kosht,koʃt,k-o-ʃ-t
1516,1517,کشتیم,koshtim,koʃtim,k-o-ʃ-t-i-m
1517,1518,کشتید,koshtid,koʃtid,k-o-ʃ-t-i-d
1518,1519,کشتند,koshtand,koʃtand,k-o-ʃ-t-a-n-d
1519,1520,می کشتم,mi koshtam,mi koʃtam,m-i_k-o-ʃ-t-a-m
1520,1521,می کشتی,mi koshti,mi kaʃti,m-i_k-a-ʃ-t-i
1521,1522,می کشت,mi kosht,mi koʃt,m-i_k-o-ʃ-t
1522,1523,می کشتیم,mi koshtim,mi koʃtim,m-i_k-o-ʃ-t-i-m
1523,1524,می کشتید,mi koshtid,mi koʃtid,m-i_k-o-ʃ-t-i-d
1524,1525,می کشتند,mi koshtand,mi koʃtand,m-i_k-o-ʃ-t-a-n-d
1525,1526,کشته ام,koshte am,koʃteː am,k-o-ʃ-t-eː_a-m
1526,1527,کشته ای,koshte i,koʃteː iː,k-o-ʃ-t-eː_iː
1527,1528,کشته,koshte,koʃteː,k-o-ʃ-t-eː
1528,1529,کشته ایم,koshte im,koʃteː iːm,k-o-ʃ-t-eː_iː-m
1529,1530,کشته اید,koshte id,koʃteː iːd,k-o-ʃ-t-eː_iː-d
1530,1531,کشته اند,koshte and,koʃteː and,k-o-ʃ-t-eː_a-n-d
1531,1532,می کشم,mi koshtam,mi keʃam,m-i_k-e-ʃ-a-m
1532,1533,می کشی,mi koshti,mi keʃi,m-i_k-e-ʃ-i
1533,1534,می کشد,mi koshad,mi keʃad,m-i_k-e-ʃ-a-d
1534,1535,می کشیم,mi koshim,mi keʃim,m-i_k-e-ʃ-i-m
1535,1536,می کشید,mi koshid,mi keʃid,m-i_k-e-ʃ-i-d
1536,1537,می کشند,mi koshand,mi keʃand,m-i_k-e-ʃ-a-n-d
1537,1538,بکشم,bokosham,bekeʃam,b-e-k-e-ʃ-a-m
1538,1539,بکشی,bokoshi,bekeʃi,b-e-k-e-ʃ-i
1539,1540,بکشد,bokoshad,bekeʃad,b-e-k-e-ʃ-a-d
1540,1541,بکشیم,bokoshim,bekeʃim,b-e-k-e-ʃ-i-m
1541,1542,بکشید,bokoshid,bekeʃid,b-e-k-e-ʃ-i-d
1542,1543,بشکند,bokoshand,beʃekanad,b-e-ʃ-e-k-a-n-a-d
1543,1544,کشیدم,keshidam,keʃidam,k-e-ʃ-i-d-a-m
1544,1545,کشیدی,keshidi,keʃidi,k-e-ʃ-i-d-i
1545,1546,کشید,keshid,keʃid,k-e-ʃ-i-d
1546,1547,کشیدیم,keshidim,keʃidim,k-e-ʃ-i-d-i-m
1547,1548,کشیدید,keshidid,keʃidid,k-e-ʃ-i-d-i-d
1548,1549,کشیدند,keshidand,keʃidand,k-e-ʃ-i-d-a-n-d
1549,1550,می کشیدم,mi keshidam,mi keʃidam,m-i_k-e-ʃ-i-d-a-m
1550,1551,می کشیدی,mi keshidi,mi keʃidi,m-i_k-e-ʃ-i-d-i
1551,1552,می کشیدیم,mi keshidim,mi keʃidim,m-i_k-e-ʃ-i-d-i-m
1552,1553,می کشیدید,mi keshidid,mi keʃidid,m-i_k-e-ʃ-i-d-i-d
1553,1554,می کشیدند,mi keshidand,mi keʃidand,m-i_k-e-ʃ-i-d-a-n-d
1554,1555,کشیده ام,keshide am,keʃideː am,k-e-ʃ-i-d-eː_a-m
1555,1556,کشیده ای,keshide i,keʃideː iː,k-e-ʃ-i-d-eː_iː
1556,1557,کشیده,keshide ,keʃideː,k-e-ʃ-i-d-eː
1557,1558,کشیده ایم,keshide im,keʃideː iːm,k-e-ʃ-i-d-eː_iː-m
1558,1559,کشیده اید,keshide id,keʃideː iːd,k-e-ʃ-i-d-eː_iː-d
1559,1560,کشیده اند,keshide and,keʃideː and,k-e-ʃ-i-d-eː_a-n-d
1560,1561,بکشند,bekeshand,bekeʃand,b-e-k-e-ʃ-a-n-d
1561,1562,کوبیدم,koobidam,kuːbidam,k-uː-b-i-d-a-m
1562,1563,کوبیدی,koobidi ,kuːbidi,k-uː-b-i-d-i
1563,1564,کوبید,koobid ,kuːbid,k-uː-b-i-d
1564,1565,کوبیدیم,koobidim,kuːbidim,k-uː-b-i-d-i-m
1565,1566,کوبیدید,koobidid ,kuːbidid,k-uː-b-i-d-i-d
1566,1567,کوبیدند,koobidand,kuːbidand,k-uː-b-i-d-a-n-d
1567,1568,می کوبیدم,mi koobidim,mi kuːbidam,m-i_k-uː-b-i-d-a-m
1568,1569,می کوبیدی,mi koobidim,mi kuːbidi,m-i_k-uː-b-i-d-i
1569,1570,می کوبید,mi koobid ,mi kuːbid,m-i_k-uː-b-i-d
1570,1571,می کوبیدیم,mi koobidim,mi kuːbidim,m-i_k-uː-b-i-d-i-m
1571,1572,می کوبیدید,mi koobidid,mi kuːbidid,m-i_k-uː-b-i-d-i-d
1572,1573,می کوبیدند,mi koobidand,mi kuːbidand,m-i_k-uː-b-i-d-a-n-d
1573,1574,کوبیده ام,koobide am,kuːbideː am,k-uː-b-i-d-eː_a-m
1574,1575,کوبیده ای,koobide i,kuːbideː iː,k-uː-b-i-d-eː_iː
1575,1576,کوبیده,koobide,kuːbideː,k-uː-b-i-d-eː
1576,1577,کوبیده ایم,koobide im,kuːbideː iːm,k-uː-b-i-d-eː_iː-m
1577,1578,کوبیده اید,koobide id,kuːbideː iːd,k-uː-b-i-d-eː_iː-d
1578,1579,کوبیده اند,koobide and,kuːbideː and,k-uː-b-i-d-eː_a-n-d
1579,1580,می کوبم,mi koobam,mi kuːbam,m-i_k-uː-b-a-m
1580,1581,می کوبی,mi koobi,mi kuːbi,m-i_k-uː-b-i
1581,1582,می کوبد,mi koobad,mi kuːbad,m-i_k-uː-b-a-d
1582,1583,می کوبیم,mi koobim,mi kuːbim,m-i_k-uː-b-i-m
1583,1584,می کوبند,mi koband,mi kuːband,m-i_k-uː-b-a-n-d
1584,1585,بکوبم,bekoobam,bekuːbam,b-e-k-uː-b-a-m
1585,1586,بکوبی,bekoobi,bekuːbi,b-e-k-uː-b-i
1586,1587,بکوبد,bekoobad,bekuːbad,b-e-k-uː-b-a-d
1587,1588,بکوبیم,bekoobim,bekuːbim,b-e-k-uː-b-i-m
1588,1589,بکوبید,bekoobid,bekuːbid,b-e-k-uː-b-i-d
1589,1590,بکوبند,bekooband,bakuːband,b-a-k-uː-b-a-n-d
1590,1591,گذاشتم,gozashtam,ɡozɑʃtam,ɡ-o-z-ɑ-ʃ-t-a-m
1591,1592,گذاشتی,gozashti,ɡozɑʃti,ɡ-o-z-ɑ-ʃ-t-i
1592,1593,گذاشت,gozasht,ɡozɑʃt,ɡ-o-z-ɑ-ʃ-t
1593,1594,گذاشتیم,gozashtim,ɡozɑʃtim,ɡ-o-z-ɑ-ʃ-t-i-m
1594,1595,گذاشتید,gozashtid,ɡozɑʃtid,ɡ-o-z-ɑ-ʃ-t-i-d
1595,1596,گذاشتند,gozashtand,ɡozɑʃtand,ɡ-o-z-ɑ-ʃ-t-a-n-d
1596,1597,می گذاشتم,mi gozashtam,mi ɡozɑʃtam,m-i_ɡ-o-z-ɑ-ʃ-t-a-m
1597,1598,می گذاشتی,mi gozashti,mi ɡozɑʃti,m-i_ɡ-o-z-ɑ-ʃ-t-i
1598,1599,می گذاشت,mi gozasht,mi ɡozɑʃt,m-i_ɡ-o-z-ɑ-ʃ-t
1599,1600,می گذاشتیم,mi gozashtim ,mi ɡozɑʃtim,m-i_ɡ-o-z-ɑ-ʃ-t-i-m
1600,1601,می گذاشتید,mi gozashtid,mi ɡozɑʃtid,m-i_ɡ-o-z-ɑ-ʃ-t-i-d
1601,1602,می گذاشتند,mi gozashtand,mi ɡozɑʃtand,m-i_ɡ-o-z-ɑ-ʃ-t-a-n-d
1602,1603,گذاشته ام,gozashte am,ɡozɑʃteː am,ɡ-o-z-ɑ-ʃ-t-eː_a-m
1603,1604,گذاشته ای,gozashte i,ɡozɑʃteː iː,ɡ-o-z-ɑ-ʃ-t-eː_iː
1604,1605,گذاشته,gozashte,ɡozɑʃteː,ɡ-o-z-ɑ-ʃ-t-eː
1605,1606,گذاشته ایم,gozashte im,ɡozɑʃteː iːm,ɡ-o-z-ɑ-ʃ-t-eː_iː-m
1606,1607,گذاشته اید,gozashte id,ɡozɑʃteː iːd,ɡ-o-z-ɑ-ʃ-t-eː_iː-d
1607,1608,گذاشته اند,gozashte and,ɡozɑʃteː and,ɡ-o-z-ɑ-ʃ-t-eː_a-n-d
1608,1609,می گذارم,mi gozaram,mi ɡozɑram,m-i_ɡ-o-z-ɑ-r-a-m
1609,1610,می گذاری,mi gozari,mi ɡozɑri,m-i_ɡ-o-z-ɑ-r-i
1610,1611,می گذارد,mi gozarad,mi ɡozɑrad,m-i_ɡ-o-z-ɑ-r-a-d
1611,1612,می گذاریم,mi gozarim,mi ɡozɑrim,m-i_ɡ-o-z-ɑ-r-i-m
1612,1613,می گذارید,mi gozarid,mi ɡozɑrid,m-i_ɡ-o-z-ɑ-r-i-d
1613,1614,می گذارند,mi gozarand,mi ɡozɑrand,m-i_ɡ-o-z-ɑ-r-a-n-d
1614,1615,بگذارم,begozaram,beɡozɑram,b-e-ɡ-o-z-ɑ-r-a-m
1615,1616,بگذاری,begozari,beɡozɑri,b-e-ɡ-o-z-ɑ-r-i
1616,1617,بگذارد,begozarad,beɡozɑrad,b-e-ɡ-o-z-ɑ-r-a-d
1617,1618,بگذاریم,begozarim,beɡozɑrim,b-e-ɡ-o-z-ɑ-r-i-m
1618,1619,بگذارید,begozarid,beɡozɑrid,b-e-ɡ-o-z-ɑ-r-i-d
1619,1620,بگذارند,begozarand,beɡozɑrand,b-e-ɡ-o-z-ɑ-r-a-n-d
1620,1621,می پختم,mi pokhtam,mi poxtam,m-i_p-o-x-t-a-m
1621,1622,می پختی,mi pokhti,mi poxti,m-i_p-o-x-t-i
1622,1623,می پخت,mi pokht,mi poxt,m-i_p-o-x-t
1623,1624,می پختیم,mi pokhtim,mi poxtim,m-i_p-o-x-t-i-m
1624,1625,می پختید,mi pokhtid,mi poxtid,m-i_p-o-x-t-i-d
1625,1626,می پختند,mi pokhtand,mi poxtand,m-i_p-o-x-t-a-n-d
1626,1627,پختم,pokhtam,poxtam,p-o-x-t-a-m
1627,1628,پختی,pokhti,poxti,p-o-x-t-i
1628,1629,پخت,pokht,poxt,p-o-x-t
1629,1630,پختیم,pokhtim,poxtim,p-o-x-t-i-m
1630,1631,پختید,pokhtid,poxtid,p-o-x-t-i-d
1631,1632,پختند,pokhtand,poxtand,p-o-x-t-a-n-d
1632,1633,پخته ام,pokhte am,poxteː am,p-o-x-t-eː_a-m
1633,1634,پخته ای,pokhte i,poxteː iː,p-o-x-t-eː_iː
1634,1635,پخته,pokhte,poxteː,p-o-x-t-eː
1635,1636,پخته ایم,pokhte im,poxteː iːm,p-o-x-t-eː_iː-m
1636,1637,پخته اید,pokhte id,poxteː iːd,p-o-x-t-eː_iː-d
1637,1638,پخته اند,pokhte and,poxteː and,p-o-x-t-eː_a-n-d
1638,1639,بپزم,bepazam,bepazam,b-e-p-a-z-a-m
1639,1640,بپزی,bepazi,bepazi,b-e-p-a-z-i
1640,1641,بپزد,bepazad,bepazad,b-e-p-a-z-a-d
1641,1642,بپزیم,bepazim,bepazim,b-e-p-a-z-i-m
1642,1643,بپزید,beoazid,bepazid,b-e-p-a-z-i-d
1643,1644,بپزند,bepazand,bepazand,b-e-p-a-z-a-n-d
1644,1645,می پزم,mi pazam,mi pazm,m-i_p-a-z-m
1645,1646,می پزی,mi pazi,mi pazi,m-i_p-a-z-i
1646,1647,می پزد,mi pazad,mi pazad,m-i_p-a-z-a-d
1647,1648,می پزیم,mi pazim,mi pazim,m-i_p-a-z-i-m
1648,1649,می پزید,mi pazid,mi pazid,m-i_p-a-z-i-d
1649,1650,می پزند,mi pazand,mi pazand,m-i_p-a-z-a-n-d
1650,1651,می پذیرفتم,mi paziroftam,mi paziroftam,m-i_p-a-z-i-r-o-f-t-a-m
1651,1652,می پذیرفتی,mi pazirofti,mi pazirofti,m-i_p-a-z-i-r-o-f-t-i
1652,1653,می پذیرفت,mi paziroft,mi paziroft,m-i_p-a-z-i-r-o-f-t
1653,1654,می پذیرفتیم,mi paziroftim,mi paziroftim,m-i_p-a-z-i-r-o-f-t-i-m
1654,1655,می پذیرفتید,mi paziroftand,mi paziroftid,m-i_p-a-z-i-r-o-f-t-i-d
1655,1656,می پذیرفتند,mi paziroftand,mi paziroftand,m-i_p-a-z-i-r-o-f-t-a-n-d
1656,1657,پذیرفتم,paziroftam,paziroftam,p-a-z-i-r-o-f-t-a-m
1657,1658,پذیرفتی,pazirofti,pazirofti,p-a-z-i-r-o-f-t-i
1658,1659,پذیرفت,paziroft,paziroft,p-a-z-i-r-o-f-t
1659,1660,پذیرفتیم,paziroftim,paziroftim,p-a-z-i-r-o-f-t-i-m
1660,1661,پذیرفتید,paziroftid,paziroftid,p-a-z-i-r-o-f-t-i-d
1661,1662,پذیرفتند,paziroftand,paziroftand,p-a-z-i-r-o-f-t-a-n-d
1662,1663,پذیرفته ام,pazirofte am,pazirofteː am,p-a-z-i-r-o-f-t-eː_a-m
1663,1664,پذیرفته ای,pazirofte i,pazirofteː iː,p-a-z-i-r-o-f-t-eː_iː
1664,1665,پذیرفته,pazirofte ,pazirofteː,p-a-z-i-r-o-f-t-eː
1665,1666,پذیرفته ایم,pazirofte im,pazirofteː iːm,p-a-z-i-r-o-f-t-eː_iː-m
1666,1667,پذیرفته اید,pazirofte id,pazirofteː iːd,p-a-z-i-r-o-f-t-eː_iː-d
1667,1668,پذیرفته اند,pazirofte and,pazirofteː and,p-a-z-i-r-o-f-t-eː_a-n-d
1668,1669,بپذیرم,bepaziram,bepaziram,b-e-p-a-z-i-r-a-m
1669,1670,بپذیری,bepaziri,bepaziri,b-e-p-a-z-i-r-i
1670,1671,بپذیرد,bepazirad,bepazirad,b-e-p-a-z-i-r-a-d
1671,1672,بپذیریم,bepazirim,bepazirim,b-e-p-a-z-i-r-i-m
1672,1673,بپذیرید,bepazirid,bepazirid,b-e-p-a-z-i-r-i-d
1673,1674,بپذیرند,bepazirand,bepazirand,b-e-p-a-z-i-r-a-n-d
1674,1675,می پذیرم,mi paziram,mi paziram,m-i_p-a-z-i-r-a-m
1675,1676,می پذیری,mipaziri,mi paziri,m-i_p-a-z-i-r-i
1676,1677,می پذیرد,mi pazirad,mi pazirad,m-i_p-a-z-i-r-a-d
1677,1678,می پذیریم,mi pazirim,mi pazirim,m-i_p-a-z-i-r-i-m
1678,1679,می پذیرید,mi pazirid,mi pazirid,m-i_p-a-z-i-r-i-d
1679,1680,می پذیرند,mi pazirand,mi pazirand,m-i_p-a-z-i-r-a-n-d
1680,1681,می ترسیدم,mi tarsidam,mi tarsidam,m-i_t-a-r-s-i-d-a-m
1681,1682,می ترسیدی,mitarsidi,mi tarsidi,m-i_t-a-r-s-i-d-i
1682,1683,می ترسید,mitarsid ,mi tarsid,m-i_t-a-r-s-i-d
1683,1684,می ترسیدیم,mitarsidim,mi tarsidim,m-i_t-a-r-s-i-d-i-m
1684,1685,می ترسیدید,mitarsidid,mi tarsidid,m-i_t-a-r-s-i-d-i-d
1685,1686,می ترسیدند,mitarsidand,mi tarsidand,m-i_t-a-r-s-i-d-a-n-d
1686,1687,ترسیدم,tarsidam,tarsidam,t-a-r-s-i-d-a-m
1687,1688,ترسیدی,tarsidi,tarsidi,t-a-r-s-i-d-i
1688,1689,ترسید,tarsid,tarsid,t-a-r-s-i-d
1689,1690,ترسیدیم,tarsidim,tarsidim,t-a-r-s-i-d-i-m
1690,1691,ترسیدید,tarsidid,tarsidid,t-a-r-s-i-d-i-d
1691,1692,ترسیدند,tarsidand,tarsidand,t-a-r-s-i-d-a-n-d
1692,1693,ترسیده ام,tarside am,tarsideː am,t-a-r-s-i-d-eː_a-m
1693,1694,ترسیده ای,tarside i,tarsideː iː,t-a-r-s-i-d-eː_iː
1694,1695,ترسیده,tarside ,tarsideː,t-a-r-s-i-d-eː
1695,1696,ترسیده ایم,tarside im,tarsideː iːm,t-a-r-s-i-d-eː_iː-m
1696,1697,ترسیده اید,tarside id,tarsideː iːd,t-a-r-s-i-d-eː_iː-d
1697,1698,ترسیده اند,tarside and,tarsideː and,t-a-r-s-i-d-eː_a-n-d
1698,1699,بترسم,betarsam,betarsam,b-e-t-a-r-s-a-m
1699,1700,بترسی,betarsi,betarsi,b-e-t-a-r-s-i
1700,1701,بترسد,betarsad,betarsad,b-e-t-a-r-s-a-d
1701,1702,بترسیم,betarsim,betarsim,b-e-t-a-r-s-i-m
1702,1703,بترسید,betarsid,betarsid,b-e-t-a-r-s-i-d
1703,1704,بترسند,betarsand,betarsand,b-e-t-a-r-s-a-n-d
1704,1705,می ترسم,mi tarsam,mi tarsam,m-i_t-a-r-s-a-m
1705,1706,می ترسی,mi tarsidam,mi tarsi,m-i_t-a-r-s-i
